starid,rarad,decrad,field,tile,seqn,period_reqb,period_r,period_b,magave_r,magave_b,magave_bminusr,magave_kv,magave_kr,magave_kvminuskr,amp_r,amp_b,amp_bminusr,amp_reqb,suprsa_r,suprsa_b,chi2r_r,chi2r_b,sig_r,sig_b,varindex,classification,points_total,points_concurrent,points_r,points_b
1353678,1.46751,-1.21331,81,9126,68,3.0,0.102915,0.106009,-7.577,-8.007,-0.429,16.39,16.56,-0.169,0.272,0.431,159.0,58.33,3.96,5.72,21.23,41.1,0.11,0.158,0.608,10,882,102,122,167
1372745,1.46781,-1.22001,81,9120,23,0.0,2.065712,2.06572,-8.141,-7.963,0.177,16.324,15.886,0.438,0.245,0.325,80.0,32.43,0.92,0.68,15.25,32.76,0.074,0.107,1.416,5,882,759,803,795
1372699,1.47014,-1.22036,81,9120,41,0.0,2.145408,2.145431,-7.822,-7.476,0.346,16.781,16.175,0.606,0.336,0.484,148.0,43.9,0.7,0.78,25.91,48.37,0.099,0.145,1.417,5,882,849,865,862
1372532,1.46751,-1.22053,81,9120,194,0.0,1.086412,1.086468,-6.403,-6.718,-0.315,17.658,17.713,-0.054,0.1,0.126,26.0,25.23,0.81,0.76,1.35,1.83,0.047,0.04,0.156,10,882,152,308,305
1371422,1.46931,-1.22035,81,9120,1324,0.01,0.335064,0.335008,-4.556,-4.543,0.012,19.774,19.501,0.273,0.404,0.392,-12.0,3.06,0.86,1.5,2.28,3.8,0.185,0.216,0.12,2,882,841,860,858
1371049,1.47004,-1.2209,81,9120,1719,0.0,0.588011,0.588012,-4.346,-4.051,0.294,20.215,19.66,0.554,0.609,0.801,192.0,31.59,0.8,0.85,2.71,3.74,0.216,0.318,0.137,1,882,833,851,855
1368987,1.46708,-1.22066,81,9120,3753,0.02,2.258133,2.258631,-7.87,-7.355,0.514,16.872,16.097,0.775,0.167,0.227,60.0,35.82,0.56,1.61,5.77,13.43,0.048,0.096,0.639,10,882,60,73,101
1384589,1.46995,-1.22456,81,9116,3281,0.0,3.340912,3.340961,-7.881,-8.054,-0.173,16.297,16.21,0.086,0.67,0.675,5.0,0.76,0.68,1.85,6.77,27.77,0.218,0.283,0.394,10,704,644,659,680
1384337,1.46784,-1.2246,81,9116,3477,4.29,0.190106,0.19828,-4.575,-4.241,0.334,20.018,19.424,0.594,0.447,0.888,441.0,98.74,1.73,1.42,5.05,4.31,0.326,0.455,0.115,10,704,327,436,421
1384269,1.46998,-1.22359,81,9117,14,0.0,4.88889,4.88889,-8.819,-8.517,0.302,15.748,15.186,0.562,0.565,0.816,251.0,44.46,0.66,0.79,78.8,143.3,0.168,0.26,4.501,4,877,811,831,855
1384270,1.46949,-1.22453,81,9117,15,0.0,4.145981,4.145899,-8.824,-8.403,0.42,15.841,15.16,0.681,0.433,0.806,373.0,86.2,0.99,1.04,2.58,18.73,0.129,0.244,0.278,5,877,759,777,820
1384207,1.46828,-1.22424,81,9117,16,0.61,902.095859,896.545196,-8.923,-7.161,1.762,16.841,14.819,2.021,0.501,0.789,288.0,57.48,1.43,1.88,59.81,73.31,0.132,0.207,1.664,9,877,796,816,843
1384208,1.47,-1.22434,81,9117,17,0.0,5.345593,5.345593,-8.771,-8.428,0.343,15.83,15.227,0.603,0.498,0.745,247.0,49.43,0.74,1.12,67.22,123.6,0.148,0.227,3.139,4,877,796,814,849
1361481,1.46903,-1.21683,81,9123,806,0.0,0.385288,0.385287,-4.959,-4.92,0.038,19.392,19.093,0.298,0.256,0.421,165.0,64.32,0.82,0.88,1.92,3.64,0.147,0.212,0.131,2,879,846,869,853
1361360,1.46847,-1.21735,81,9123,877,0.0,0.552557,0.552558,-4.448,-4.252,0.196,20.032,19.576,0.456,0.746,1.054,308.0,41.15,0.89,0.84,5.73,9.11,0.28,0.41,0.254,1,879,827,855,840
1383998,1.46867,-1.22412,81,9117,255,0.0,0.531757,0.531757,-6.646,-6.088,0.557,18.131,17.313,0.818,0.133,0.324,191.0,143.04,0.81,0.92,2.15,3.67,0.051,0.1,0.192,10,877,805,830,851
1383071,1.46826,-1.22344,81,9117,1184,0.03,0.329649,0.32954,-5.165,-5.244,-0.078,19.09,18.909,0.181,0.158,0.304,146.0,92.34,1.62,0.89,3.11,6.61,0.122,0.14,0.172,2,877,799,821,843
1382920,1.46794,-1.22383,81,9117,1353,0.0,0.624293,0.624292,-4.534,-4.338,0.195,19.946,19.49,0.455,0.911,1.449,538.0,59.07,0.77,0.95,4.99,10.69,0.349,0.538,0.275,1,877,779,804,824
1382312,1.46811,-1.22376,81,9117,1961,0.0,0.612059,0.612048,-4.794,-4.403,0.391,19.846,19.195,0.651,0.399,0.655,256.0,63.99,0.87,1.15,2.3,2.96,0.161,0.333,0.107,1,877,771,814,815
1382281,1.46817,-1.22395,81,9117,1994,0.0,0.552144,0.55214,-4.617,-4.419,0.198,19.865,19.407,0.458,0.766,1.064,298.0,38.79,0.7,0.74,3.44,5.46,0.243,0.368,0.19,1,877,794,817,837
1380631,1.47011,-1.22321,81,9118,13,0.44,324.436853,322.99845,-8.837,-6.862,1.974,17.102,14.867,2.234,1.059,1.511,452.0,42.7,4.59,4.78,317.5,269.6,0.366,0.54,4.708,8,879,790,804,856
1390348,1.46636,-1.21342,81,9005,64,0.0,1.565755,1.565757,-7.683,-7.495,0.187,16.791,16.343,0.448,0.344,0.525,181.0,52.32,0.84,0.96,18.82,35.79,0.1,0.153,0.874,5,738,699,707,727
1389638,1.46417,-1.21308,81,9005,762,0.0,0.592093,0.592095,-4.965,-4.802,0.163,19.488,19.065,0.423,0.554,0.797,243.0,43.83,0.84,0.85,6.44,9.54,0.206,0.303,0.284,1,738,697,702,728
1389297,1.46549,-1.21359,81,9005,1061,0.0,0.62654,0.626539,-4.742,-4.411,0.331,19.849,19.258,0.591,0.54,0.884,344.0,63.51,0.81,0.8,3.24,4.11,0.194,0.363,0.155,1,738,671,696,707
1387127,1.46473,-1.21215,81,9006,28,0.0,0.941509,0.941512,-8.649,-8.501,0.147,15.792,15.384,0.408,1.266,1.378,112.0,8.78,2.03,1.9,14.04,9.58,0.153,0.16,2.478,10,737,616,670,670
1387138,1.46431,-1.21262,81,9006,39,1.12,325.160869,328.82997,-8.374,-7.413,0.961,16.734,15.513,1.221,0.181,0.199,18.0,9.94,1.44,1.8,3.65,5.97,0.042,0.062,0.484,9,737,661,702,691
1387142,1.46525,-1.21206,81,9006,43,0.37,0.148903,0.148349,-8.324,-7.365,0.958,16.782,15.563,1.219,0.018,0.098,80.0,429.14,1.27,2.34,0.72,4.63,0.034,0.06,0.139,10,737,234,243,660
1387096,1.46684,-1.21245,81,9006,61,0.0,0.705312,0.705314,-7.91,-7.186,0.724,17.003,16.019,0.984,0.275,0.366,91.0,33.26,1.01,1.02,0.93,1.1,0.058,0.07,0.133,10,737,560,657,605
1387099,1.46627,-1.2122,81,9006,64,0.01,14.33526,14.333315,-7.465,-7.056,0.408,17.19,16.521,0.669,0.782,0.866,84.0,10.65,3.12,2.43,127.0,99.11,0.257,0.296,1.432,10,737,650,690,691
1387057,1.46498,-1.21212,81,9006,86,0.0,16.922118,16.922726,-7.329,-7.074,0.254,17.2,16.685,0.515,0.071,0.089,18.0,25.43,0.91,0.74,1.73,1.13,0.037,0.038,0.136,10,737,569,605,682
1378845,1.46956,-1.22286,81,9118,1811,0.0,0.563168,0.563168,-4.727,-4.607,0.12,19.691,19.311,0.38,1.002,1.258,256.0,25.52,0.77,0.75,8.08,16.29,0.314,0.472,0.413,1,879,811,831,854
1376367,1.46827,-1.2211,81,9119,11,0.0,4.851843,4.851843,-8.499,-8.166,0.333,16.094,15.501,0.593,0.566,0.794,228.0,40.33,0.7,0.68,86.2,164.8,0.174,0.264,4.408,4,744,694,710,707
1376344,1.47002,-1.22147,81,9119,52,0.0,1.804946,1.804988,-7.613,-7.295,0.318,16.967,16.389,0.577,0.122,0.171,49.0,40.14,0.66,0.63,4.11,6.1,0.041,0.053,0.517,5,744,642,657,720
1376345,1.46744,-1.22193,81,9119,53,0.0,4.302792,4.3029,-7.785,-7.234,0.551,16.986,16.175,0.811,0.695,1.02,325.0,46.64,1.0,0.9,97.55,162.1,0.222,0.342,3.452,10,744,61,90,166
1374922,1.46823,-1.22139,81,9119,1510,0.0,0.456117,0.45612,-4.571,-4.266,0.304,19.999,19.434,0.565,0.569,0.797,228.0,40.02,0.88,0.89,3.28,4.51,0.221,0.311,0.159,1,744,685,707,704
1384616,1.47008,-1.22456,81,9116,3244,0.0,5.339446,5.339698,-8.87,-8.511,0.359,15.744,15.125,0.619,0.469,0.66,191.0,40.72,0.46,0.76,4.07,2.44,0.129,0.275,0.162,4,704,635,654,675
1384620,1.46929,-1.22456,81,9116,3248,0.89,377.39423,373.998872,-9.035,-6.908,2.127,17.029,14.642,2.386,2.204,4.179,1975.0,89.61,5.93,4.63,1230.0,572.79,0.541,0.803,2.993,8,704,515,614,569
1396924,1.46598,-1.21599,81,9003,75,0.0,0.402315,0.402316,-7.738,-8.186,-0.448,16.213,16.402,-0.188,0.306,0.301,-5.0,1.51,0.8,0.71,24.04,26.34,0.091,0.091,1.34,10,736,714,723,726
1396894,1.46385,-1.21611,81,9003,109,0.0,0.37525,0.37525,-7.285,-7.729,-0.443,16.67,16.854,-0.183,0.873,0.897,24.0,2.7,0.85,0.87,98.53,128.5,0.205,0.207,1.955,10,736,717,725,727
1396904,1.46629,-1.21557,81,9003,119,0.28,2.217242,2.223661,-7.249,-6.98,0.268,17.291,16.762,0.528,0.097,0.041,-56.0,57.25,1.01,1.42,1.32,1.83,0.047,0.048,0.119,4,736,711,720,726
1396760,1.46666,-1.21542,81,9003,231,0.01,0.391791,0.391835,-6.558,-6.477,0.08,17.828,17.487,0.341,0.046,0.131,85.0,185.67,1.3,0.79,1.63,1.45,0.047,0.044,0.141,10,736,701,713,717
1396018,1.46569,-1.21605,81,9003,961,0.0,0.564974,0.564973,-5.148,-4.9,0.247,19.375,18.867,0.508,0.576,0.864,288.0,49.87,0.86,0.86,5.99,11.99,0.172,0.295,0.273,1,736,700,709,725
1395722,1.46663,-1.21617,81,9003,1305,0.0,0.611427,0.611415,-5.196,-4.939,0.256,19.334,18.817,0.517,0.671,0.897,226.0,33.68,1.4,1.09,8.23,13.86,0.237,0.319,0.284,1,736,702,716,713
1395058,1.46403,-1.21534,81,9003,1921,0.01,0.461948,0.461889,-4.431,-4.265,0.166,20.025,19.599,0.426,0.547,1.147,600.0,109.7,1.7,0.99,5.48,10.19,0.292,0.461,0.265,1,736,704,716,719
1384236,1.46764,-1.22365,81,9117,45,0.0,4.427484,4.427429,-8.654,-8.417,0.237,15.86,15.363,0.497,0.699,1.042,343.0,49.06,0.89,1.9,124.5,212.5,0.219,0.354,5.081,4,877,480,636,595
1384201,1.4699,-1.22449,81,9117,74,0.0,1.917939,1.917913,-8.22,-8.071,0.149,16.222,15.813,0.409,0.211,0.297,86.0,40.62,1.0,0.91,9.84,15.21,0.066,0.09,0.725,5,877,767,786,824
1384202,1.46868,-1.22441,81,9117,75,0.0,2.704598,2.704618,-7.881,-7.697,0.184,16.589,16.145,0.444,0.672,0.929,257.0,38.33,0.78,0.94,89.17,152.3,0.211,0.31,3.738,4,877,601,668,696
1384206,1.46853,-1.22409,81,9117,79,0.14,425.948268,426.578137,-8.178,-6.807,1.371,17.266,15.635,1.63,0.285,0.432,147.0,51.53,1.81,1.95,9.61,11.97,0.067,0.097,0.886,9,877,803,824,848
1392371,1.46387,-1.21462,81,9004,854,0.0,0.56311,0.563111,-5.032,-4.915,0.117,19.383,19.006,0.377,0.569,0.877,308.0,54.14,0.94,0.91,5.63,12.28,0.209,0.322,0.263,1,739,689,702,720
1392111,1.46401,-1.21466,81,9004,1106,0.0,0.667242,0.667242,-4.819,-4.545,0.274,19.725,19.191,0.533,0.348,0.676,328.0,94.21,0.74,0.8,1.15,2.05,0.177,0.243,0.11,1,739,685,701,712
1392079,1.46682,-1.21455,81,9004,1138,0.0,0.556453,0.556435,-4.945,-4.721,0.224,19.558,19.074,0.484,0.469,0.66,191.0,40.65,0.95,1.22,3.92,6.29,0.663,0.331,0.204,1,739,567,658,610
1392054,1.46586,-1.21413,81,9004,1177,0.0,0.318013,0.318021,-4.908,-4.858,0.05,19.453,19.142,0.31,0.332,0.538,206.0,62.31,1.04,1.05,3.67,6.89,0.177,0.206,0.19,2,739,693,709,720
1391960,1.46409,-1.21412,81,9004,1275,0.0,0.65331,0.653317,-4.676,-4.48,0.195,19.804,19.348,0.455,0.286,0.726,440.0,153.53,0.89,0.99,2.44,3.67,0.169,0.31,0.149,1,739,696,709,721
1390366,1.46572,-1.21306,81,9005,18,0.42,156.715368,156.044034,-8.256,-6.496,1.759,17.507,15.487,2.019,1.274,1.459,185.0,14.53,5.08,5.32,413.4,404.0,0.467,0.576,4.174,8,738,533,663,559
1390319,1.46679,-1.21311,81,9005,35,0.0,1.197113,1.197129,-8.512,-8.889,-0.376,15.498,15.615,-0.116,0.162,0.154,-8.0,4.87,0.93,1.0,2.97,3.49,0.043,0.044,0.604,10,738,630,676,670
1407457,1.46671,-1.2194,81,9000,1646,0.0,0.536105,0.536055,-4.735,-4.672,0.063,19.636,19.313,0.323,0.753,1.162,409.0,54.26,1.06,0.72,2.66,3.75,0.286,0.452,0.155,1,745,535,708,542
1407364,1.46393,-1.21897,81,9000,1745,0.0,0.705741,0.705739,-5.127,-5.197,-0.07,19.135,18.945,0.19,0.72,0.862,142.0,19.64,0.8,0.9,2.89,6.11,0.221,0.287,0.18,1,745,715,732,727
1407175,1.46623,-1.21883,81,9000,1940,0.0,0.646938,0.646939,-4.712,-4.602,0.109,19.698,19.328,0.37,0.604,0.834,230.0,38.07,0.83,0.79,4.56,7.26,0.273,0.344,0.212,1,745,706,731,715
1407144,1.46575,-1.21921,81,9000,1973,0.0,0.465142,0.465138,-4.586,-4.543,0.043,19.769,19.466,0.303,0.525,1.038,513.0,97.65,1.2,1.65,3.38,7.71,0.286,0.443,0.235,1,745,712,734,720
1362117,1.46958,-1.21677,81,9123,162,0.01,20.676012,20.678947,-6.215,-5.679,0.535,18.544,17.748,0.795,0.345,0.302,-43.0,12.36,1.02,0.99,5.81,4.18,0.092,0.111,0.239,10,879,845,870,853
1362085,1.46941,-1.21674,81,9123,194,0.83,68.628598,69.198808,-6.221,-5.661,0.56,18.558,17.738,0.82,0.103,0.165,62.0,60.98,1.14,1.02,1.66,1.33,0.059,0.089,0.104,10,879,839,865,852
1386249,1.46573,-1.2127,81,9006,942,0.0,0.528995,0.528995,-5.081,-4.941,0.14,19.353,18.953,0.4,0.832,0.979,147.0,17.64,0.65,0.61,2.48,8.71,0.254,0.372,0.192,1,737,372,411,397
1400694,1.46514,-1.21703,81,9002,72,0.0,0.400872,0.400871,-8.103,-8.517,-0.413,15.877,16.03,-0.152,0.102,0.11,8.0,8.51,0.69,0.87,2.92,3.76,0.033,0.036,0.674,10,880,664,713,684
1400678,1.466,-1.21668,81,9002,120,0.0,2.343508,2.343491,-7.45,-7.87,-0.419,16.525,16.685,-0.16,0.102,0.103,1.0,1.0,0.76,0.9,0.46,0.51,0.025,0.028,0.112,10,880,843,861,856
1399774,1.46431,-1.21681,81,9002,1008,0.0,0.639371,0.63937,-5.014,-4.866,0.148,19.427,19.019,0.408,0.53,0.713,183.0,34.7,0.82,0.78,4.74,7.27,0.181,0.261,0.219,1,880,809,827,817
1399481,1.46658,-1.21736,81,9002,1291,0.0,0.551056,0.551056,-4.921,-4.732,0.189,19.553,19.104,0.449,0.676,0.848,172.0,25.39,0.95,1.04,8.55,15.6,0.228,0.363,0.335,1,880,801,818,809
1399393,1.46553,-1.21718,81,9002,1395,0.0,0.558838,0.558831,-4.406,-4.116,0.29,20.151,19.601,0.55,0.717,0.909,192.0,26.84,1.01,1.03,3.57,6.33,0.262,0.374,0.188,1,880,799,819,810
1399274,1.46479,-1.21671,81,9002,1532,0.0,0.550895,0.550896,-4.591,-4.434,0.157,19.857,19.44,0.417,0.885,0.844,-41.0,4.66,0.67,0.63,2.18,2.29,0.267,0.348,0.136,1,880,817,841,838
1396986,1.4642,-1.21585,81,9003,9,0.0,0.53968,0.539685,-10.14,-10.59,-0.449,13.811,14.0,-0.189,0.087,0.1,13.0,15.54,0.78,1.04,2.13,2.8,0.028,0.033,1.159,10,736,715,725,725
1417744,1.46395,-1.22117,81,8998,70,0.0,4.225027,4.225027,-7.828,-7.237,0.591,16.976,16.125,0.85,0.651,0.959,308.0,47.25,0.72,0.88,82.85,129.0,0.205,0.321,2.392,10,885,853,879,859
1417521,1.46459,-1.22217,81,8998,295,3.85,0.161287,0.155062,-6.135,-5.757,0.378,18.494,17.856,0.638,0.107,0.044,-63.0,58.72,1.57,1.45,2.44,2.41,0.065,0.088,0.119,10,885,827,858,836
1417234,1.46612,-1.22154,81,8998,584,0.01,11.431542,11.430317,-5.569,-5.149,0.419,19.095,18.415,0.679,0.369,0.338,-31.0,8.37,0.97,0.88,2.5,1.42,0.128,0.164,0.1,10,885,689,737,833
1416524,1.46563,-1.22197,81,8998,1346,0.0,0.557305,0.557305,-4.994,-5.148,-0.153,19.199,19.093,0.106,0.733,0.681,-52.0,7.08,0.62,0.78,2.2,6.56,0.241,0.255,0.196,1,885,821,854,833
1415837,1.46475,-1.22197,81,8998,2003,0.0,0.51978,0.519813,-4.483,-4.232,0.25,20.042,19.531,0.511,0.526,0.835,309.0,58.77,1.12,1.19,3.16,3.18,0.262,0.356,0.152,1,885,821,852,834
1413654,1.46526,-1.22075,81,8999,9,0.0,3.660834,3.660825,-8.481,-8.265,0.215,16.016,15.54,0.476,0.611,0.889,278.0,45.34,0.67,0.68,92.85,174.4,0.192,0.307,4.485,4,885,833,859,844
1413615,1.46463,-1.22005,81,8999,34,0.0,0.145797,0.145797,-8.026,-7.836,0.19,16.449,15.998,0.451,0.378,0.455,77.0,20.13,1.49,1.43,54.17,51.04,0.139,0.143,1.516,10,885,782,859,798
1413628,1.46631,-1.22078,81,8999,47,0.02,157.904208,157.862665,-8.605,-7.317,1.288,16.771,15.223,1.548,0.812,1.314,502.0,61.78,3.53,3.58,211.5,227.6,0.239,0.313,3.681,8,885,826,854,837
1413013,1.46419,-1.22002,81,8999,648,0.0,0.307898,0.307888,-5.8,-5.649,0.15,18.643,18.232,0.411,0.163,0.309,146.0,89.73,0.78,1.21,1.64,4.64,0.09,0.135,0.133,10,885,819,856,843
1394802,1.46457,-1.21539,81,9003,2177,0.0,0.572168,0.572164,-4.426,-4.181,0.245,20.094,19.589,0.504,0.756,0.856,100.0,13.15,1.07,1.13,3.54,6.01,0.273,0.407,0.121,1,736,537,716,552
1393262,1.46502,-1.21438,81,9004,17,0.16,229.20953,229.581447,-8.487,-6.674,1.812,17.319,15.246,2.073,0.562,0.818,256.0,45.59,5.14,5.44,69.11,59.06,0.179,0.263,1.998,8,739,697,708,724
1384564,1.46984,-1.22456,81,9116,3256,0.0,2.087568,2.087615,-8.391,-8.194,0.196,16.09,15.633,0.456,0.225,0.365,140.0,61.96,1.31,0.87,8.77,15.57,0.094,0.122,0.453,5,704,641,656,679
1384565,1.46852,-1.22458,81,9116,3257,0.0,2.120338,2.120302,-8.406,-8.289,0.117,16.009,15.632,0.377,0.305,0.494,189.0,62.13,1.06,0.7,19.29,27.82,0.112,0.154,0.679,5,704,600,614,673
1384570,1.46994,-1.22459,81,9116,3262,0.0,2.123724,2.123556,-8.232,-8.125,0.106,16.175,15.808,0.367,0.251,0.319,68.0,27.12,1.08,0.88,4.22,3.8,0.101,0.12,0.181,4,704,567,579,673
1397004,1.46528,-1.21531,81,9003,27,0.0,1.546119,1.546132,-9.071,-9.364,-0.293,15.008,15.041,-0.032,0.364,0.358,-6.0,1.67,0.88,0.94,17.82,15.34,0.087,0.085,2.393,10,736,686,720,700
1396971,1.46634,-1.21622,81,9003,58,0.0,164.874404,164.874404,-8.026,-6.708,1.318,17.374,15.795,1.579,1.005,1.318,313.0,31.06,3.04,2.03,141.5,75.9,0.34,0.484,1.073,8,736,716,724,726
1425180,1.46699,-1.22393,81,8996,1368,0.0,0.583152,0.583157,-5.371,-5.544,-0.172,18.807,18.72,0.086,0.427,0.622,195.0,45.75,0.84,1.14,4.08,6.44,0.174,0.229,0.242,1,883,139,154,223
1425133,1.4641,-1.22348,81,8996,1449,0.0,0.717488,0.717491,-5.067,-4.934,0.133,19.362,18.969,0.393,0.472,0.683,211.0,44.49,0.79,0.9,2.89,2.75,0.176,0.718,0.146,1,883,845,872,853
1422167,1.46551,-1.22333,81,8997,14,0.67,244.907945,246.566829,-9.139,-7.73,1.408,16.336,14.667,1.668,0.454,0.82,366.0,80.67,2.96,3.44,48.67,85.99,0.13,0.211,2.427,8,884,808,833,819
1422176,1.46647,-1.22302,81,8997,23,0.0,2.628787,2.628827,-8.484,-8.32,0.163,15.97,15.546,0.424,0.306,0.429,123.0,40.13,0.69,0.84,23.51,48.51,0.1,0.143,1.32,5,884,839,871,843
1422183,1.46388,-1.22294,81,8997,30,0.0,1.976003,1.976011,-8.613,-8.611,0.001,15.708,15.446,0.262,0.253,0.356,103.0,40.41,0.67,0.74,17.57,33.17,0.08,0.112,1.255,5,884,715,878,718
1422128,1.46602,-1.22301,81,8997,39,0.0,4.32423,4.324175,-8.39,-8.042,0.347,16.214,15.607,0.607,0.553,0.775,222.0,40.24,0.7,0.74,63.42,111.7,0.167,0.256,2.158,4,884,852,878,857
1422130,1.46594,-1.2228,81,8997,41,0.15,231.772587,232.141849,-8.579,-7.068,1.511,16.98,15.209,1.771,1.576,2.407,831.0,52.7,5.44,5.29,562.1,601.79,0.584,1.026,5.543,8,884,854,879,858
1401855,1.46443,-1.2187,81,9001,2811,0.0,0.495089,0.495091,-4.572,-4.646,-0.073,19.687,19.501,0.185,0.718,1.075,357.0,49.67,1.08,0.92,6.8,11.49,0.383,0.45,0.109,1,884,403,433,598
1400739,1.46387,-1.2166,81,9002,53,0.0,0.788473,0.788466,-8.413,-8.855,-0.442,15.544,15.726,-0.181,0.603,0.539,-64.0,10.65,2.04,1.96,40.43,42.52,0.129,0.127,2.558,10,880,822,867,832
1400745,1.46484,-1.21687,81,9002,59,1.13,839.710392,830.142154,-8.309,-8.717,-0.408,15.676,15.824,-0.147,0.285,0.228,-57.0,20.11,1.11,0.88,7.15,6.4,0.089,0.072,1.902,10,880,810,829,817
1400749,1.46451,-1.21693,81,9002,63,0.0,1.857434,1.857444,-8.061,-7.877,0.184,16.409,15.965,0.444,0.287,0.356,69.0,23.81,0.79,0.65,18.79,35.19,0.082,0.114,1.539,5,880,814,829,821
1420688,1.46401,-1.22299,81,8997,1479,0.0,0.497547,0.497549,-5.162,-5.212,-0.049,19.117,18.907,0.21,0.723,0.934,211.0,29.14,0.68,0.7,5.45,12.3,0.245,0.357,0.308,1,884,848,873,855
1420667,1.46521,-1.22258,81,8997,1522,0.0,0.539748,0.539747,-4.643,-4.405,0.237,19.872,19.374,0.498,0.706,1.068,362.0,51.13,0.85,0.79,4.16,5.67,0.244,0.393,0.21,1,884,843,872,850
1420369,1.46404,-1.22304,81,8997,1800,0.0,0.701127,0.701127,-4.946,-4.911,0.035,19.402,19.107,0.295,0.491,0.572,81.0,16.56,0.67,0.73,2.38,3.79,0.184,0.216,0.138,1,884,847,876,852
1420153,1.46552,-1.2232,81,8997,2032,2.26,0.139941,0.143114,-4.709,-4.896,-0.187,19.457,19.384,0.073,0.212,0.412,200.0,94.19,0.97,1.26,1.02,2.15,0.247,0.236,0.112,10,884,755,789,799
1417818,1.46575,-1.22187,81,8998,16,0.0,3.695329,3.695263,-8.925,-8.718,0.207,15.564,15.097,0.467,0.248,0.352,104.0,42.08,0.58,0.77,17.42,35.64,0.078,0.117,2.728,5,885,826,854,835
1403698,1.46538,-1.2178,81,9001,942,0.0,0.514125,0.514123,-4.437,-4.094,0.343,20.164,19.561,0.603,0.688,0.982,294.0,42.68,0.91,0.67,2.71,3.2,0.284,0.43,0.17,1,884,841,860,851
1402633,1.46459,-1.21823,81,9001,2053,0.0,0.184221,0.184221,-9.109,-9.192,-0.083,15.142,14.965,0.177,0.218,0.235,17.0,7.59,0.93,0.93,17.98,17.63,0.073,0.073,2.631,10,884,22,23,33
1402603,1.46573,-1.21837,81,9001,2087,0.0,0.55881,0.558809,-6.981,-6.89,0.091,17.413,17.062,0.35,0.504,0.707,203.0,40.26,1.51,1.92,28.39,66.98,0.161,0.267,1.219,10,884,49,50,74
1401969,1.46465,-1.21835,81,9001,2669,0.0,0.615992,0.616005,-4.955,-4.926,0.028,19.388,19.099,0.289,0.436,0.535,99.0,22.77,0.68,0.94,1.96,5.55,0.157,0.222,0.193,1,884,46,47,62
1401973,1.46517,-1.21857,81,9001,2673,0.0,0.262483,0.262472,-4.95,-4.964,-0.014,19.358,19.112,0.246,0.31,0.431,121.0,39.05,1.33,1.53,4.07,8.64,0.165,0.21,0.193,3,884,778,804,820
1387069,1.46635,-1.21271,81,9006,98,0.18,66.060822,66.180842,-7.219,-6.578,0.641,17.626,16.725,0.901,0.109,0.084,-25.0,22.37,0.82,0.9,1.66,1.26,0.034,0.045,0.172,10,737,562,591,687
1386662,1.46443,-1.21281,81,9006,523,0.0,0.58715,0.587148,-4.908,-4.662,0.246,19.613,19.107,0.506,0.647,0.94,293.0,45.31,0.87,0.98,1.69,5.26,0.247,0.375,0.176,1,737,645,687,688
1386275,1.46469,-1.21246,81,9006,904,0.0,0.571782,0.571781,-4.993,-4.876,0.117,19.422,19.045,0.376,0.721,0.886,165.0,22.98,0.73,0.66,3.61,3.7,0.225,0.304,0.174,1,737,657,698,689
1411806,1.46483,-1.21996,81,8999,1873,0.0,0.595916,0.595923,-4.947,-4.829,0.118,19.469,19.091,0.378,0.522,0.762,240.0,45.79,0.68,0.68,1.84,3.25,0.198,0.294,0.136,1,885,842,864,856
1411747,1.46559,-1.22012,81,8999,1942,0.0,0.581714,0.581714,-4.761,-4.685,0.076,19.621,19.285,0.336,0.648,1.188,540.0,83.25,0.71,0.67,2.21,2.99,0.269,0.382,0.145,1,885,773,809,800
1428232,1.46108,-1.21227,81,8885,1080,0.0,0.874917,0.874928,-4.739,-4.759,-0.02,19.564,19.324,0.24,0.205,0.352,147.0,71.36,1.9,2.69,4.6,8.7,0.205,0.273,0.25,10,737,617,643,652
1428099,1.46294,-1.21227,81,8885,1203,0.0,0.281794,0.281792,-4.551,-4.514,0.036,19.799,19.502,0.297,0.241,0.549,308.0,128.02,0.7,0.74,1.54,4.16,0.212,0.262,0.108,3,737,687,698,723
1426527,1.46404,-1.22408,81,8996,27,0.0,2.852146,2.852142,-8.866,-8.796,0.07,15.511,15.181,0.33,0.247,0.362,115.0,46.72,0.55,0.59,19.96,44.07,0.077,0.115,2.455,5,883,835,857,857
1426532,1.46406,-1.22444,81,8996,32,0.0,2.604572,2.604566,-8.746,-8.694,0.051,15.616,15.304,0.312,0.201,0.248,47.0,23.04,0.97,0.84,8.53,18.57,0.057,0.08,1.284,5,883,819,843,843
1426542,1.46424,-1.22369,81,8996,42,0.0,2.391903,2.391897,-8.557,-8.467,0.089,15.836,15.486,0.35,0.271,0.381,110.0,40.52,0.7,0.72,15.37,26.95,0.08,0.116,1.776,5,883,294,876,297
1426482,1.46421,-1.22346,81,8996,46,0.0,3.646286,3.646262,-8.478,-8.226,0.251,16.048,15.536,0.512,0.527,0.776,249.0,47.19,0.63,0.77,60.31,115.2,0.158,0.254,3.515,4,883,850,874,859
1426486,1.4659,-1.22416,81,8996,50,0.0,3.647835,3.647862,-8.375,-8.101,0.273,16.169,15.635,0.534,0.237,0.359,122.0,51.53,0.58,0.92,16.89,30.28,0.078,0.113,1.138,4,883,794,819,858
