starid,rarad,decrad,field,tile,seqn,period_reqb,period_r,period_b,magave_r,magave_b,magave_bminusr,magave_kv,magave_kr,magave_kvminuskr,amp_r,amp_b,amp_bminusr,amp_reqb,suprsa_r,suprsa_b,chi2r_r,chi2r_b,sig_r,sig_b,varindex,classification,points_total,points_concurrent,points_r,points_b
44704475,1.34813,-1.20238,1,4659,2151,0.0,0.324708,0.324707,-4.682,-4.66,0.022,19.656,19.374,0.282,0.352,0.437,85.0,24.13,0.85,0.94,2.38,4.0,0.174,0.244,0.126,2,1131,450,458,1095
44704124,1.34764,-1.20135,1,4659,1800,0.0,0.583265,0.583258,-4.65,-4.463,0.187,19.823,19.376,0.447,0.532,0.927,395.0,74.17,0.57,0.76,0.83,3.02,0.222,0.414,0.108,1,1131,455,466,1107
44703767,1.34838,-1.20167,1,4659,1443,0.0,0.564112,0.564111,-5.148,-5.137,0.011,19.181,18.91,0.271,0.568,0.512,-56.0,9.79,1.0,1.25,4.4,6.6,0.183,0.244,0.152,1,1131,205,210,774
44703441,1.34979,-1.20188,1,4659,1117,1.08,0.24074,0.23813,-5.096,-5.142,-0.046,19.186,18.972,0.214,0.588,0.235,-353.0,60.02,0.68,2.12,2.69,5.94,0.261,0.319,0.131,10,1131,23,23,748
44702889,1.34767,-1.20189,1,4659,565,0.0,1.284901,1.284908,-5.972,-6.353,-0.38,18.035,18.156,-0.12,0.435,0.447,12.0,2.8,0.78,1.12,1.15,2.63,0.086,0.094,0.113,10,1131,464,471,1122
44709949,1.34931,-1.1995,1,4661,1279,4.57,0.170882,0.163063,-4.912,-4.641,0.27,19.63,19.099,0.531,0.279,-0.022,-301.0,1.0,0.72,1.53,1.49,2.6,0.179,0.323,0.12,10,1134,41,41,514
44709252,1.34967,-1.19968,1,4661,582,4.74,0.108286,0.103149,-5.697,-5.806,-0.108,18.533,18.382,0.15,0.171,0.785,614.0,356.88,0.73,2.13,1.68,5.82,0.156,0.359,0.139,10,1134,24,24,915
44709230,1.3477,-1.19992,1,4661,560,0.0,0.580624,0.580624,-5.597,-5.638,-0.04,18.689,18.47,0.219,0.287,0.525,238.0,82.94,0.76,0.9,1.33,1.68,0.222,0.268,0.101,10,1134,443,456,1057
44708896,1.34943,-1.19963,1,4661,226,0.22,0.333197,0.332436,-6.62,-7.024,-0.403,17.368,17.512,-0.143,0.099,0.057,-42.0,41.78,1.2,1.45,1.38,1.66,0.072,0.091,0.126,10,1134,327,339,1028
44708687,1.34945,-1.19975,1,4661,17,0.0,11.860836,11.859911,-9.839,-9.589,0.25,14.686,14.175,0.51,0.703,1.074,371.0,52.64,1.66,1.47,83.33,155.19,0.2,0.302,10.04,4,1134,327,340,1040
44707316,1.34935,-1.20021,1,4660,1650,0.0,0.71333,0.713334,-4.526,-4.252,0.274,20.018,19.484,0.534,0.668,1.053,385.0,57.66,0.67,0.76,1.94,3.4,0.238,0.398,0.146,1,1139,444,459,1099
44706287,1.34815,-1.20058,1,4660,621,0.0,0.509749,0.509707,-5.792,-5.703,0.088,18.6,18.251,0.349,0.34,0.465,125.0,36.48,0.86,2.02,5.19,8.97,0.127,0.202,0.291,10,1139,467,479,1116
44704817,1.34716,-1.20155,1,4659,2493,0.01,0.550114,0.550173,-4.398,-4.253,0.144,20.04,19.635,0.405,0.776,0.831,55.0,7.07,0.74,1.44,2.58,4.66,0.306,0.424,0.193,1,1131,451,464,1081
44696425,1.34893,-1.20372,1,4657,1862,0.0,0.286488,0.286515,-4.664,-4.645,0.019,19.671,19.392,0.278,0.254,0.721,467.0,182.93,1.06,0.85,1.64,5.08,0.186,0.26,0.139,3,1129,467,473,1101
44696277,1.34873,-1.20424,1,4657,1714,0.0,0.613348,0.613354,-4.746,-4.555,0.191,19.73,19.279,0.451,0.473,0.705,232.0,49.2,0.71,0.81,3.01,4.34,0.186,0.258,0.16,1,1129,438,445,1060
44696186,1.34763,-1.20459,1,4657,1623,0.01,0.460249,0.460312,-4.609,-4.52,0.089,19.783,19.434,0.349,0.984,0.818,-166.0,16.8,0.64,2.61,6.72,7.95,0.384,0.558,0.297,1,1129,440,449,1050
44696143,1.34949,-1.20427,1,4657,1580,0.0,0.564238,0.564242,-4.77,-4.697,0.072,19.609,19.276,0.333,0.691,0.897,206.0,29.81,0.79,0.92,4.36,6.27,0.238,0.387,0.263,1,1129,428,435,1053
44696060,1.34719,-1.20472,1,4657,1497,0.0,0.61751,0.617508,-4.653,-4.522,0.13,19.774,19.383,0.391,0.546,0.768,222.0,40.67,0.69,0.72,2.79,5.19,0.232,0.288,0.159,1,1129,435,445,1037
44696035,1.34769,-1.20407,1,4657,1472,0.01,0.538204,0.538117,-4.749,-5.088,-0.339,19.293,19.372,-0.079,0.395,0.162,-233.0,58.84,1.22,1.1,1.7,2.04,0.18,0.171,0.1,10,1129,473,477,1109
44695047,1.3486,-1.20375,1,4657,484,0.0,0.540258,0.540312,-5.815,-6.081,-0.266,18.286,18.292,-0.005,0.275,0.206,-69.0,25.14,0.92,1.59,3.13,4.0,0.094,0.096,0.204,10,1129,469,473,1108
44659497,1.34637,-1.20238,1,4538,444,0.0,0.70003,0.700042,-5.926,-6.332,-0.405,18.061,18.207,-0.146,0.267,0.403,136.0,51.23,0.78,1.55,2.98,5.91,0.084,0.096,0.183,10,1137,457,463,1110
44659370,1.34533,-1.20207,1,4538,317,0.0,0.416892,0.416921,-6.242,-6.582,-0.339,17.799,17.879,-0.079,0.203,0.168,-35.0,17.23,1.1,1.57,2.37,3.15,0.532,0.092,0.227,10,1137,464,472,1123
44659319,1.3453,-1.20197,1,4538,266,0.0,3.178489,3.178591,-6.419,-6.488,-0.069,17.844,17.653,0.191,0.15,0.162,12.0,7.91,0.84,1.18,2.8,4.33,0.053,0.071,0.217,10,1137,467,475,1125
44656562,1.34512,-1.20349,1,4537,1950,0.0,0.559663,0.559652,-4.69,-4.631,0.059,19.678,19.359,0.319,0.605,0.759,154.0,25.39,0.84,1.14,5.09,8.16,0.224,0.319,0.238,1,1137,442,453,1053
44656561,1.34397,-1.20315,1,4537,1949,0.0,0.600635,0.600634,-4.796,-4.752,0.044,19.56,19.256,0.304,0.87,1.13,260.0,29.81,0.85,0.89,13.64,26.59,0.278,0.434,0.459,1,1137,447,454,1058
44694761,1.34787,-1.20402,1,4657,198,0.09,0.974084,0.975044,-6.672,-6.218,0.453,18.02,17.306,0.714,0.166,0.111,-55.0,32.8,1.78,1.7,3.15,2.86,0.055,0.068,0.189,5,1129,474,479,1113
44694600,1.34816,-1.20378,1,4657,37,0.02,1.979268,1.979784,-8.299,-8.061,0.237,16.215,15.718,0.497,0.165,0.21,45.0,27.03,1.29,1.13,7.78,13.17,0.053,0.074,1.05,5,1129,468,473,1107
44694595,1.34985,-1.20457,1,4657,32,0.36,188.511584,189.204212,-8.477,-6.594,1.883,17.387,15.244,2.142,2.141,4.213,2072.0,96.79,9.66,10.51,1182.0,1153.0,1.21,2.846,10.216,8,1129,27,28,923
44694577,1.34749,-1.20427,1,4657,14,0.01,13.87565,13.878255,-9.474,-9.418,0.056,14.891,14.575,0.316,0.82,1.003,183.0,22.27,1.27,4.41,18.86,163.6,0.249,0.315,1.248,10,1129,442,451,1058
44692036,1.34838,-1.20513,1,4656,1000,0.0,0.659852,0.659851,-5.172,-4.943,0.229,19.335,18.846,0.489,0.611,0.881,270.0,44.1,0.73,0.85,6.7,10.37,0.196,0.331,0.312,1,1130,457,466,1110
44642372,1.34528,-1.20645,1,4534,664,0.0,0.944396,0.944402,-5.59,-5.72,-0.129,18.623,18.493,0.13,0.411,0.368,-43.0,10.3,0.9,0.84,1.6,1.94,0.085,0.098,0.121,10,1153,1063,1082,1082
44642186,1.34599,-1.20616,1,4534,478,0.03,1.482753,1.483287,-5.938,-6.338,-0.4,18.054,18.194,-0.14,0.077,0.152,75.0,96.09,1.19,1.47,1.71,3.29,0.061,0.06,0.159,10,1153,1056,1088,1079
44641968,1.34542,-1.20639,1,4534,260,0.01,0.660763,0.660859,-6.453,-6.479,-0.025,17.845,17.611,0.234,0.232,0.377,145.0,62.51,0.75,0.78,0.79,3.27,0.091,0.127,0.133,10,1153,1062,1081,1083
44675259,1.34865,-1.20997,1,4652,360,0.0,0.836957,0.836966,-5.881,-6.279,-0.397,18.112,18.25,-0.137,0.173,0.235,62.0,35.82,0.85,0.99,1.6,2.0,0.064,0.063,0.13,10,1153,1069,1096,1123
44674941,1.34958,-1.20949,1,4652,42,0.0,1.516474,1.516468,-8.028,-7.944,0.084,16.36,16.016,0.344,0.294,0.405,111.0,37.59,0.64,0.66,23.53,47.35,0.092,0.134,1.892,5,1153,1049,1077,1116
44673623,1.34858,-1.21105,1,4651,2291,0.0,0.504994,0.504969,-3.837,-3.374,0.463,20.862,20.139,0.723,0.714,1.443,729.0,101.98,0.83,0.84,1.76,2.23,0.414,0.744,0.122,10,1152,934,1020,989
44672375,1.34905,-1.21146,1,4651,1043,0.01,1.043287,1.043421,-4.843,-4.933,-0.089,19.403,19.233,0.17,0.676,0.672,-4.0,0.59,1.01,1.21,2.43,3.1,0.174,0.192,0.103,10,1152,385,563,418
44671371,1.34904,-1.21127,1,4651,39,0.0,1.592882,1.592762,-7.622,-7.977,-0.355,16.406,16.501,-0.094,0.1,0.069,-31.0,30.35,1.49,1.43,2.75,2.41,0.035,0.032,0.405,10,1152,1007,1035,1059
44671340,1.34879,-1.2109,1,4651,8,0.23,148.382749,148.737876,-8.535,-7.326,1.209,16.776,15.307,1.469,0.565,0.626,61.0,10.83,5.21,5.89,94.62,88.8,0.185,0.234,2.547,8,1152,994,1017,1045
44704639,1.34828,-1.20222,1,4659,2315,0.0,0.555025,0.555028,-4.722,-4.571,0.151,19.721,19.31,0.411,0.372,0.668,296.0,79.39,1.07,0.98,2.89,3.8,0.191,0.255,0.141,1,1131,452,462,1099
44679045,1.3484,-1.20843,1,4653,119,4.28,1.042751,0.998057,-7.02,-7.379,-0.359,17.005,17.104,-0.098,0.031,0.09,59.0,192.53,1.25,1.33,1.15,1.63,0.031,0.032,0.189,10,1155,1094,1127,1114
44678981,1.34874,-1.20915,1,4653,55,0.11,0.454321,0.453818,-7.744,-7.011,0.732,17.177,16.184,0.993,0.034,0.049,15.0,42.5,0.92,1.83,0.69,2.69,0.023,0.05,0.164,10,1155,939,976,1053
44678955,1.34787,-1.20851,1,4653,29,0.0,3.586932,3.586944,-8.22,-7.94,0.28,16.329,15.789,0.54,0.463,0.666,203.0,43.94,0.54,0.65,49.93,96.52,0.139,0.217,2.913,4,1155,1093,1124,1114
44676538,1.3494,-1.20974,1,4652,1639,0.0,0.55512,0.555122,-4.782,-4.726,0.056,19.583,19.267,0.316,0.863,1.092,229.0,26.49,0.77,0.71,2.73,7.52,0.269,0.453,0.2,1,1153,1050,1082,1118
44675464,1.34735,-1.20952,1,4652,565,0.01,13.786595,13.78415,-5.541,-5.109,0.432,19.133,18.441,0.692,0.42,0.715,295.0,70.32,1.1,1.05,7.55,3.72,0.135,0.164,0.193,10,1153,1051,1077,1105
44702646,1.34776,-1.2019,1,4659,322,0.0,0.484583,0.484584,-6.665,-6.299,0.365,17.955,17.329,0.626,0.108,0.294,186.0,172.13,0.77,1.16,1.23,2.48,0.055,0.087,0.198,10,1131,463,470,1122
44702481,1.34766,-1.20169,1,4659,157,2.58,0.126327,0.123057,-7.26,-7.561,-0.301,16.813,16.854,-0.04,0.077,0.09,13.0,17.38,1.1,1.42,1.28,1.85,0.094,0.059,0.107,10,1131,462,469,1122
44702462,1.34806,-1.2024,1,4659,138,0.06,56.804818,56.840492,-7.449,-6.783,0.665,17.417,16.491,0.926,0.233,0.304,71.0,30.14,0.88,1.38,9.6,7.6,0.07,0.087,0.541,10,1131,455,462,1115
44702387,1.3481,-1.20165,1,4659,63,0.0,4.368964,4.368895,-8.805,-8.586,0.218,15.694,15.215,0.479,0.631,0.906,275.0,43.69,0.52,0.79,108.6,211.6,0.205,0.324,6.214,4,1131,464,471,1123
44699900,1.34967,-1.20351,1,4658,1408,0.0,0.571085,0.571087,-4.702,-4.752,-0.049,19.577,19.366,0.21,0.682,0.803,121.0,17.68,0.76,0.91,3.7,4.47,0.264,0.281,0.169,1,1133,187,191,1033
44699854,1.34961,-1.20254,1,4658,1362,0.0,0.517073,0.517071,-4.817,-4.717,0.1,19.585,19.224,0.36,0.897,1.096,199.0,22.12,0.72,0.87,6.95,11.91,0.33,0.508,0.303,1,1133,268,280,921
44699804,1.34831,-1.203,1,4658,1312,0.0,0.608437,0.608436,-5.002,-4.951,0.051,19.359,19.048,0.31,0.547,0.661,114.0,20.68,0.69,0.82,2.4,3.21,0.186,0.28,0.155,1,1133,452,456,1056
44698560,1.34814,-1.20244,1,4658,68,0.0,1.26474,1.26478,-7.785,-8.221,-0.435,16.177,16.353,-0.175,0.501,0.431,-70.0,13.95,2.41,2.59,13.29,9.48,0.102,0.097,1.243,10,1133,458,465,1114
44698558,1.34884,-1.20332,1,4658,66,0.01,1.217376,1.217547,-7.596,-7.438,0.158,16.853,16.435,0.418,0.294,0.407,113.0,38.12,1.5,1.52,13.09,21.0,0.093,0.137,0.719,5,1133,453,458,1061
44651383,1.3461,-1.20394,1,4536,1236,0.0,0.626669,0.626659,-5.103,-5.02,0.083,19.285,18.942,0.343,0.363,0.37,7.0,2.13,0.82,0.94,2.36,4.44,0.139,0.159,0.146,1,1134,472,477,1116
44651283,1.34452,-1.20462,1,4536,1136,0.0,0.48457,0.484536,-5.271,-5.051,0.219,19.229,18.749,0.48,0.49,0.76,270.0,54.93,0.8,1.64,2.97,10.96,0.154,0.3,0.221,1,1134,443,456,1055
44651262,1.34524,-1.20366,1,4536,1115,0.0,0.612433,0.612434,-4.883,-4.878,0.004,19.441,19.176,0.265,0.529,0.802,273.0,51.4,0.59,0.67,1.32,3.77,0.221,0.285,0.143,1,1134,466,473,1110
44650728,1.34493,-1.20449,1,4536,581,0.0,4.703358,4.703301,-5.672,-5.81,-0.137,18.534,18.412,0.122,1.495,1.99,495.0,33.09,1.02,1.29,2.06,3.51,0.185,0.208,0.272,10,1134,51,68,149
44650259,1.34497,-1.20429,1,4536,112,3.79,337.277334,350.072987,-7.837,-5.791,2.045,18.16,15.854,2.306,1.957,2.874,917.0,46.86,4.59,5.14,741.3,331.6,0.737,0.943,4.642,8,1134,445,456,1056
44650216,1.34649,-1.20471,1,4536,69,2.1,191.675034,195.706309,-8.01,-5.934,2.075,18.012,15.676,2.336,0.44,0.785,345.0,78.18,6.25,4.33,63.98,44.42,0.185,0.343,1.525,8,1134,463,470,1113
44691805,1.34897,-1.20571,1,4656,769,0.01,0.664375,0.664471,-5.441,-5.178,0.262,19.094,18.571,0.522,0.369,0.476,107.0,28.97,0.67,1.27,2.18,4.43,0.132,0.192,0.16,10,1130,400,407,908
44691642,1.34976,-1.20544,1,4656,606,0.0,0.559471,0.559465,-5.567,-4.846,0.721,19.344,18.363,0.981,0.326,0.816,490.0,149.93,1.31,0.79,2.59,2.85,0.136,0.309,0.123,10,1130,162,167,1079
44691190,1.34736,-1.20498,1,4656,154,0.01,6.866283,6.867255,-7.581,-7.889,-0.307,16.486,16.534,-0.047,0.112,0.1,-12.0,10.59,0.52,0.68,2.7,2.37,0.033,0.033,0.328,10,1130,461,469,1102
44691153,1.34961,-1.20495,1,4656,117,1.13,195.061074,192.842803,-8.491,-6.811,1.679,17.206,15.266,1.94,0.601,0.91,309.0,51.37,6.78,6.77,134.8,127.3,0.238,0.341,3.053,8,1130,419,426,1105
44687206,1.34989,-1.20639,1,4655,143,0.0,1.067495,1.067549,-6.894,-6.679,0.214,17.602,17.127,0.475,0.369,0.31,-59.0,15.93,1.2,0.61,2.12,1.23,0.133,0.131,0.106,10,1148,159,174,923
44687109,1.34935,-1.2069,1,4655,46,0.0,3.0378,3.037881,-8.051,-7.809,0.242,16.467,15.965,0.501,0.349,0.454,105.0,29.86,0.85,0.91,20.14,41.3,0.102,0.152,0.991,4,1148,992,1053,1012
44684951,1.34792,-1.20724,1,4654,1919,0.0,0.336257,0.336229,-4.677,-4.683,-0.006,19.638,19.384,0.254,0.365,0.58,215.0,59.01,0.86,1.28,2.14,4.19,0.226,0.262,0.117,2,1156,1068,1116,1092
44683615,1.3487,-1.20825,1,4654,583,0.0,0.550657,0.550658,-5.345,-5.18,0.165,19.11,18.685,0.425,0.379,0.655,276.0,72.5,0.77,0.85,4.17,7.39,0.127,0.21,0.248,1,1156,1044,1076,1064
44683181,1.34824,-1.20785,1,4654,149,0.01,0.937944,0.937783,-7.173,-7.533,-0.36,16.851,16.951,-0.1,0.026,0.097,71.0,275.16,1.94,1.93,2.78,3.45,0.052,0.054,0.358,10,1156,1041,1065,1062
44683164,1.34722,-1.2075,1,4654,132,0.09,35.796921,35.763976,-7.499,-6.351,1.147,17.762,16.354,1.408,0.351,0.454,103.0,29.22,4.93,4.49,41.63,38.53,0.149,0.207,1.047,10,1156,1033,1077,1071
44683163,1.34825,-1.20774,1,4654,131,1.03,325.172084,321.806102,-6.71,-4.184,2.526,19.681,16.895,2.786,2.099,2.812,713.0,33.91,4.51,1.79,573.9,53.24,0.709,0.908,1.35,8,1156,987,1072,1007
44681072,1.34976,-1.20916,1,4653,2146,0.03,0.396677,0.396548,-4.459,-4.442,0.016,19.874,19.597,0.277,0.377,0.517,140.0,37.14,1.07,1.35,1.48,3.86,0.218,0.285,0.106,2,1155,896,931,1047
44680618,1.34969,-1.20864,1,4653,1692,0.0,0.433595,0.433596,-4.059,-3.844,0.215,20.437,19.961,0.475,0.846,0.926,80.0,9.41,0.77,0.87,2.6,3.91,0.299,0.558,0.145,1,1155,1030,1079,1077
44680323,1.34722,-1.2083,1,4653,1397,0.0,0.655881,0.655857,-4.932,-4.837,0.095,19.465,19.11,0.355,0.346,0.381,35.0,10.15,0.98,0.94,2.71,4.29,0.125,0.174,0.134,1,1155,1078,1101,1101
44679955,1.34899,-1.20889,1,4653,1029,0.0,0.696976,0.697002,-5.011,-4.907,0.104,19.394,19.03,0.364,0.628,0.893,265.0,42.12,0.96,0.87,5.85,10.76,0.206,0.294,0.27,1,1155,1074,1109,1111
44679392,1.34892,-1.20907,1,4653,466,0.0,1.163996,1.163996,-5.606,-5.883,-0.277,18.486,18.503,-0.016,0.556,0.618,62.0,10.96,0.72,0.83,3.24,7.61,0.149,0.14,0.198,10,1155,586,616,1085
44643385,1.34711,-1.20624,1,4534,1677,0.0,0.287983,0.287982,-4.898,-4.963,-0.065,19.368,19.173,0.195,0.382,0.504,122.0,31.85,0.89,0.84,2.95,5.17,0.154,0.182,0.148,3,1153,1059,1097,1079
44643301,1.34593,-1.20638,1,4534,1593,0.0,0.505078,0.505079,-4.724,-4.603,0.121,19.695,19.314,0.381,0.855,1.174,319.0,37.25,1.03,0.96,7.69,14.29,0.308,0.48,0.419,1,1153,1074,1119,1100
44630247,1.34646,-1.21037,1,4531,1768,0.0,0.291432,0.29141,-4.501,-4.571,-0.069,19.761,19.571,0.19,0.375,0.644,269.0,71.47,1.13,0.87,3.17,7.11,0.229,0.248,0.153,3,1152,1051,1077,1122
44595060,1.34183,-1.20703,1,4413,268,0.32,0.430646,0.429232,-6.425,-6.858,-0.432,17.539,17.712,-0.172,0.06,0.01,-50.0,83.41,1.53,1.76,1.55,1.71,0.053,0.05,0.186,10,1152,1108,1127,1126
44594837,1.34253,-1.20657,1,4413,45,0.08,115.561865,115.663684,-8.531,-6.81,1.721,17.2,15.219,1.981,0.456,0.712,256.0,56.18,2.98,2.52,68.67,47.66,0.159,0.218,1.605,7,1152,1083,1096,1100
44670564,1.34753,-1.21204,1,4650,414,0.03,0.653657,0.653449,-5.001,-4.886,0.115,19.413,19.038,0.375,0.296,0.441,145.0,49.09,1.35,1.63,2.87,4.96,0.178,0.269,0.139,1,1136,967,997,1049
44668925,1.34532,-1.19983,1,4540,934,0.0,0.521985,0.521957,-5.045,-5.1,-0.054,19.229,19.024,0.204,0.701,0.776,75.0,10.68,0.86,2.16,5.98,16.55,0.213,0.33,0.354,1,1141,408,418,992
44668106,1.34495,-1.19988,1,4540,115,0.39,145.658642,145.077491,-8.166,-6.463,1.703,17.55,15.587,1.963,2.737,4.124,1387.0,50.66,14.21,9.68,1356.0,1018.0,0.771,1.485,6.523,8,1141,426,431,1029
44668040,1.34427,-1.19955,1,4540,49,0.0,1.400254,1.400218,-8.266,-8.772,-0.506,15.639,15.885,-0.245,0.1,0.085,-15.0,14.47,0.9,1.03,2.72,2.47,0.039,0.035,0.479,10,1141,55,55,674
44664064,1.34699,-1.2008,1,4539,386,4.28,0.116751,0.121756,-6.348,-6.688,-0.339,17.693,17.773,-0.079,0.111,0.108,-3.0,3.18,1.33,1.82,1.78,3.33,0.056,0.058,0.179,10,1145,470,482,1087
44663766,1.34642,-1.20042,1,4539,88,2.84,0.103418,0.100479,-7.926,-6.923,1.003,17.216,15.953,1.262,0.028,0.068,40.0,136.55,0.77,1.6,0.37,1.96,0.016,0.055,0.112,10,1145,469,481,1123
44663755,1.34647,-1.20107,1,4539,77,0.0,2.710136,2.71014,-7.978,-7.737,0.24,16.539,16.038,0.5,0.559,0.784,225.0,40.19,0.82,1.31,55.76,97.82,0.17,0.265,2.513,4,1145,464,481,1109
44663715,1.34594,-1.2009,1,4539,37,0.0,1.497772,1.497712,-9.292,-9.794,-0.502,14.616,14.858,-0.241,0.243,0.27,27.0,11.37,0.75,0.94,3.75,13.71,0.05,0.069,1.301,10,1145,469,481,1122
44660745,1.34411,-1.20191,1,4538,1692,0.0,0.532159,0.53216,-4.546,-4.46,0.086,19.844,19.498,0.346,0.901,1.202,301.0,33.5,0.93,1.0,6.34,13.52,0.322,0.476,0.332,1,1137,458,472,1116
44660098,1.34647,-1.20154,1,4538,1045,0.0,0.601498,0.601494,-5.052,-4.986,0.065,19.322,18.996,0.326,0.614,0.802,188.0,30.71,1.2,1.67,7.86,11.27,0.225,0.323,0.348,1,1137,461,471,1116
44629564,1.34649,-1.21019,1,4531,1085,0.0,0.517704,0.517703,-4.581,-4.377,0.204,19.906,19.442,0.464,0.784,1.127,343.0,43.66,0.84,0.86,7.5,14.61,0.271,0.429,0.31,1,1152,1045,1074,1112
44628647,1.34583,-1.21046,1,4531,168,3.42,2.032239,1.962654,-6.611,-5.797,0.814,18.376,17.302,1.074,0.228,0.079,-149.0,65.16,0.93,2.4,4.92,9.23,0.074,0.35,0.174,10,1152,977,1072,1053
44628590,1.34659,-1.21043,1,4531,111,0.22,58.752754,58.619813,-6.905,-6.373,0.532,17.851,17.059,0.792,0.151,0.193,42.0,27.58,1.21,1.31,4.68,4.87,0.053,0.07,0.303,10,1152,1054,1079,1123
44628578,1.34587,-1.21047,1,4531,99,0.0,2.05398,2.053985,-6.971,-6.424,0.546,17.797,16.99,0.807,0.232,0.206,-26.0,11.16,0.99,1.07,4.8,5.56,0.063,0.089,0.271,10,1152,1037,1070,1114
44626119,1.34432,-1.21072,1,4530,1441,0.0,0.344842,0.344843,-4.707,-4.719,-0.012,19.603,19.355,0.248,0.395,0.522,127.0,32.05,0.88,0.82,2.57,3.09,0.178,0.212,0.156,2,1152,974,1000,1054
44656133,1.34582,-1.20326,1,4537,1521,0.0,0.539656,0.539656,-4.368,-4.351,0.017,19.965,19.688,0.277,1.001,1.317,316.0,31.56,0.61,0.72,1.0,3.1,0.355,0.475,0.138,1,1137,464,470,1075
44655805,1.34487,-1.2029,1,4537,1193,0.0,0.63137,0.631373,-5.055,-4.899,0.155,19.392,18.976,0.416,0.332,0.393,61.0,18.33,0.79,1.05,2.68,4.43,0.138,0.206,0.138,1,1137,444,451,1055
44654840,1.34575,-1.20355,1,4537,228,0.07,0.537639,0.538026,-6.663,-6.918,-0.254,17.447,17.442,0.005,0.183,0.052,-131.0,71.65,1.81,2.48,3.3,3.77,0.078,0.072,0.314,10,1137,472,477,1088
44651867,1.34562,-1.20383,1,4536,1720,0.0,0.473876,0.473877,-4.075,-3.847,0.228,20.431,19.942,0.489,1.053,1.318,265.0,25.19,0.78,0.78,3.28,4.57,0.401,0.622,0.216,1,1134,442,458,1076
44651662,1.34391,-1.20425,1,4536,1515,0.0,0.486381,0.486381,-4.744,-4.696,0.048,19.615,19.307,0.308,0.843,1.167,324.0,38.3,0.75,0.86,8.19,13.0,0.332,0.49,0.401,1,1134,435,452,1049
44651387,1.34706,-1.2039,1,4536,1240,0.0,0.589207,0.589211,-5.085,-4.967,0.118,19.331,18.953,0.378,0.543,0.871,328.0,60.19,0.89,1.0,6.12,13.61,0.19,0.301,0.317,1,1134,472,477,1084
44647411,1.34423,-1.20493,1,4535,1223,0.0,0.496653,0.496652,-4.446,-4.317,0.128,19.979,19.59,0.389,0.883,1.137,254.0,28.85,0.76,0.84,9.09,12.93,0.365,0.541,0.367,1,1136,453,469,1098
44647314,1.34696,-1.20559,1,4535,1126,0.01,0.512027,0.512095,-5.142,-4.834,0.308,19.43,18.862,0.568,0.381,0.351,-30.0,7.87,0.68,1.25,1.44,2.43,0.125,0.193,0.117,10,1136,436,444,1024
44646461,1.34678,-1.20547,1,4535,273,0.05,1.702423,1.701524,-6.707,-6.946,-0.238,17.417,17.396,0.021,0.239,0.021,-218.0,90.83,0.95,1.78,1.61,2.48,0.07,0.074,0.164,10,1136,453,460,1052
44643525,1.34532,-1.20703,1,4534,1817,0.01,0.633482,0.633549,-4.632,-4.492,0.139,19.802,19.402,0.4,0.535,0.637,102.0,19.1,0.85,1.24,2.71,3.96,0.212,0.253,0.153,1,1153,1044,1067,1071
44613592,1.34236,-1.20167,1,4417,1687,0.0,0.613429,0.613426,-4.552,-4.434,0.117,19.864,19.486,0.378,0.513,0.581,68.0,13.31,0.85,0.86,2.78,3.61,0.203,0.264,0.132,1,1153,454,468,1068
44613416,1.34285,-1.20145,1,4417,1511,0.0,0.631072,0.631072,-5.105,-4.989,0.116,19.31,18.934,0.376,0.612,0.968,356.0,58.15,0.9,0.9,3.16,7.81,0.208,0.284,0.221,1,1153,464,473,1107
44612195,1.3422,-1.20142,1,4417,290,0.0,0.414656,0.414651,-6.211,-6.191,0.02,18.125,17.845,0.28,0.271,0.393,122.0,44.93,0.82,0.93,4.41,9.77,0.091,0.129,0.275,10,1153,466,474,1069
44612178,1.34335,-1.20151,1,4417,273,0.0,0.723435,0.723433,-6.548,-6.516,0.032,17.798,17.506,0.292,0.425,0.588,163.0,38.38,0.82,1.04,13.34,23.16,0.124,0.178,0.642,10,1153,466,474,1122
44611918,1.34144,-1.20234,1,4417,13,0.0,4.204151,4.20422,-8.544,-8.31,0.234,15.967,15.473,0.493,0.63,0.937,307.0,48.77,0.79,1.04,91.3,173.1,0.193,0.303,3.886,4,1153,511,544,1080
44641896,1.34479,-1.20678,1,4534,188,0.0,0.816369,0.816388,-6.803,-7.225,-0.421,17.17,17.332,-0.161,0.1,0.142,42.0,41.4,0.81,1.04,1.39,1.99,0.036,0.037,0.213,10,1153,1064,1083,1083
44641848,1.3467,-1.20635,1,4534,140,0.07,32.971854,32.996653,-7.144,-6.887,0.257,17.386,16.869,0.517,0.15,0.12,-30.0,20.25,0.81,0.65,2.64,1.12,0.05,0.048,0.152,10,1153,1051,1083,1065
44641756,1.34612,-1.20683,1,4534,48,0.0,3.381313,3.38129,-8.172,-7.92,0.252,16.354,15.842,0.512,0.317,0.477,160.0,50.29,0.65,0.87,28.92,51.65,0.101,0.15,2.198,4,1153,1089,1132,1107
44641741,1.34609,-1.20652,1,4534,33,0.0,2.788841,2.7888,-7.991,-7.747,0.243,16.529,16.025,0.504,0.528,0.771,243.0,45.99,0.73,0.75,64.28,115.2,0.167,0.264,3.276,4,1153,1089,1132,1107
